age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
16,Yes,both,Swimming,High,Team,High,Yes,Music,Medium,No,High,Structured,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,Asthma,Medium,Yes,Meditation,Low,None,Sports,Swimming
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,With others,No,Other,High,Yes,Yoga,Medium,None,Health,Yoga
15,No,None,None,None,None,None,Yes,Music,Low,Yes,High,Free,No,None,None,None,None,None,Yes,Puzzles,High,No,With others,Yes,Other,Medium,Yes,Swimming,High,None,Arts,Music
15,Yes,both,Swimming,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,Medium,None,Sports,Swimming
8,Yes,indoor,Table Tennis,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Sports,Table Tennis
11,Yes,indoor,Badminton,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,None,Sports,Badminton
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Medium,None,Academics,Creative Writing
7,Yes,indoor,Table Tennis,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Medium,None,Health,Swimming
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Individual,No,No,None,None,None,None,None,None,Low,Yes,Yoga,Low,None,Academics,Math Olympiad
5,Yes,outdoor,Football,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Meditation,Low,None,Sports,Football
7,Yes,outdoor,Cricket,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Yoga,High,None,Sports,Cricket
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,No,With others,No,Joint Pain,High,Yes,Swimming,Medium,None,Health,Swimming
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Swimming,Low,None,Health,Swimming
6,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Yoga,High,None,Health,Yoga
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Swimming,Low,None,Health,Swimming
7,No,None,None,None,None,None,Yes,Drawing,High,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Arts,Drawing
12,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,No,None,None,None,None,None,None,Low,No,Gymnastics,Medium,None,Academics,Math Olympiad
9,Yes,outdoor,Football,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Meditation,Low,None,Health,Meditation
13,Yes,both,Swimming,Medium,Individual,Medium,No,None,None,None,None,None,Yes,Math,No,Yes,Individual,No,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,None,Sports,Swimming
11,No,None,None,None,None,None,Yes,Drawing,Low,No,Low,Structured,No,None,None,None,None,None,Yes,Robotics,High,No,With others,No,Other,High,Yes,Swimming,High,None,Health,Swimming
5,Yes,both,Swimming,Medium,Individual,Low,No,None,None,None,None,None,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Swimming,Medium,None,Academics,Math Olympiad
8,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,Yes,With others,Yes,Joint Pain,High,No,Swimming,High,None,Analytical,Coding
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,Asthma,High,No,Swimming,Medium,None,Academics,Math Olympiad
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,No,Alone,No,None,High,Yes,Swimming,Medium,None,Analytical,Chess
7,Yes,indoor,Table Tennis,Low,Team,High,No,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,Yes,Coding,Medium,No,With others,No,Joint Pain,Medium,Yes,Swimming,Medium,None,Academics,Science Club
13,No,None,None,None,None,None,Yes,Music,High,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Medium,None,Arts,Music
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,Yes,Puzzles,High,Yes,Alone,Yes,Asthma,Low,No,Meditation,High,None,Academics,Creative Writing
14,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Yoga,High,None,Arts,Dance
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,Alone,Yes,None,Medium,No,Yoga,High,None,Health,Yoga
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Low,None,Health,Gymnastics
9,Yes,both,Swimming,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Yoga,High,None,Sports,Swimming
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,High,No,Yoga,Medium,None,Academics,Science Club
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,No,Joint Pain,Medium,No,Meditation,High,None,Health,Meditation
14,Yes,both,Swimming,High,Individual,Low,Yes,Music,Medium,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Running,High,None,Health,Running
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,Medium,None,Academics,Creative Writing
12,Yes,indoor,Table Tennis,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,Low,None,Sports,Table Tennis
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,With others,No,None,Low,No,Running,Low,None,Analytical,Coding
5,No,None,None,None,None,None,Yes,Drawing,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Arts,Drawing
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,Yes,Alone,No,Joint Pain,Medium,Yes,Swimming,Low,None,Analytical,Coding
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,No,No,None,None,None,None,None,Other,Medium,Yes,Gymnastics,Low,None,Academics,Science Club
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,None,High,No,Running,Medium,None,Academics,Creative Writing
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,No,No,None,None,None,None,None,None,Low,No,Running,High,None,Health,Running
13,No,None,None,None,None,None,Yes,Drawing,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Medium,None,Arts,Drawing
6,No,None,None,None,None,None,Yes,Music,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,Low,None,Health,Yoga
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,Yes,Asthma,High,Yes,Yoga,High,None,Health,Yoga
10,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,Yes,No,None,None,None,None,None,None,High,Yes,Meditation,Medium,None,Academics,Creative Writing
9,Yes,indoor,Table Tennis,Medium,Team,High,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,None,Medium,No,Running,Low,None,Sports,Table Tennis
14,No,None,None,None,None,None,Yes,Drawing,Medium,No,Low,Free,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,Medium,None,Academics,Creative Writing
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,High,None,Health,Yoga
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,High,None,Health,Meditation
8,Yes,indoor,Table Tennis,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,High,None,Health,Yoga
9,Yes,indoor,Badminton,High,Team,Medium,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Sports,Badminton
5,Yes,indoor,Badminton,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Low,None,Sports,Badminton
6,No,None,None,None,None,None,Yes,Drawing,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Swimming,Low,None,Arts,Drawing
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Health,Meditation
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,No,Meditation,Medium,None,Academics,Science Club
7,Yes,outdoor,Cricket,Medium,Team,Medium,Yes,Dance,High,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,High,None,Arts,Dance
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,None,Medium,Yes,Yoga,Low,None,Academics,Creative Writing
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,Other,Medium,No,Yoga,Low,None,Academics,Science Club
6,Yes,both,Swimming,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Yoga,Low,None,Sports,Swimming
14,Yes,indoor,Table Tennis,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,No,Joint Pain,High,Yes,Meditation,Medium,None,Analytical,Chess
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Low,None,Health,Yoga
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Group,Yes,No,None,None,None,None,None,Asthma,High,Yes,Meditation,Medium,None,Academics,Creative Writing
12,Yes,outdoor,Cricket,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Gymnastics,Low,None,Sports,Cricket
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,No,No,None,None,None,None,None,None,High,No,Swimming,Low,None,Academics,Creative Writing
17,No,None,None,None,None,None,Yes,Music,High,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,High,None,Health,Yoga
13,Yes,outdoor,Cricket,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,Medium,None,Sports,Cricket
12,Yes,indoor,Badminton,Medium,Individual,Low,Yes,Drawing,Medium,Yes,Low,Free,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,No,Joint Pain,Medium,No,Swimming,Medium,None,Arts,Drawing
11,Yes,indoor,Badminton,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,High,None,Sports,Badminton
16,Yes,outdoor,Cricket,High,Individual,High,Yes,Dance,High,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,Low,None,Sports,Cricket
12,Yes,indoor,Table Tennis,Low,Team,Low,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Health,Running
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,No,Alone,No,Other,Low,No,Running,Low,None,Analytical,Chess
5,Yes,both,Swimming,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,Medium,None,Sports,Swimming
15,Yes,both,Swimming,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Yoga,High,None,Health,Yoga
9,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Low,Structured,Yes,Language,No,No,Individual,No,No,None,None,None,None,None,None,High,Yes,Swimming,Medium,None,Arts,Drawing
11,No,None,None,None,None,None,Yes,Dance,Low,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,Low,None,Arts,Dance
12,Yes,indoor,Table Tennis,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Meditation,Low,None,Sports,Table Tennis
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,Yes,Robotics,Low,Yes,Alone,Yes,Asthma,Low,No,Meditation,Medium,None,Academics,Creative Writing
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,No,With others,No,Other,Low,No,Swimming,Low,None,Analytical,Chess
14,Yes,indoor,Badminton,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,Low,None,Sports,Badminton
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Group,No,Yes,Logical Games,High,Yes,With others,No,Joint Pain,High,Yes,Meditation,Low,None,Analytical,Robotics
14,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,High,None,Sports,Badminton
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Swimming,High,None,Health,Swimming
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,No,None,None,None,None,None,None,Low,No,Running,Low,None,Academics,Math Olympiad
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,No,With others,No,Joint Pain,Medium,Yes,Yoga,Low,None,Health,Yoga
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Running,Low,None,Health,Running
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,None,Low,Yes,Swimming,Low,None,Analytical,Robotics
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,No,None,None,None,None,None,Other,Medium,No,Meditation,Low,None,Academics,Math Olympiad
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Low,None,Academics,Creative Writing
7,Yes,both,Swimming,Medium,Team,High,No,None,None,None,None,None,Yes,Science,Yes,No,Group,No,No,None,None,None,None,None,Other,High,No,Swimming,High,None,Sports,Swimming
10,No,None,None,None,None,None,Yes,Dance,High,No,Medium,Free,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,With others,Yes,None,High,No,Swimming,High,None,Analytical,Robotics
14,Yes,indoor,Table Tennis,Medium,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,Other,Medium,No,Swimming,Medium,None,Analytical,Robotics
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Swimming,High,None,Health,Swimming
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,No,None,Medium,Yes,Running,Low,None,Analytical,Robotics
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Health,Swimming
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,Yes,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Academics,Creative Writing
10,Yes,indoor,Badminton,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Running,High,None,Health,Running
11,Yes,outdoor,Football,Medium,Team,Medium,Yes,Dance,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Swimming,Low,None,Arts,Dance
10,Yes,indoor,Badminton,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Medium,None,Sports,Badminton
13,No,None,None,None,None,None,Yes,Dance,Medium,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Medium,None,Arts,Dance
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,Asthma,High,Yes,Yoga,High,None,Academics,Math Olympiad
5,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Low,None,Sports,Table Tennis
6,No,None,None,None,None,None,Yes,Dance,Low,Yes,High,Structured,Yes,Language,No,Yes,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Running,High,None,Academics,Creative Writing
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Individual,No,No,None,None,None,None,None,None,Medium,No,Meditation,Low,None,Health,Meditation
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,Medium,None,Health,Meditation
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,No,None,Medium,Yes,Meditation,High,None,Analytical,Chess
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,High,None,Health,Meditation
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,Low,None,Health,Running
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,No,No,None,None,None,None,None,Asthma,High,No,Meditation,Medium,None,Health,Meditation
6,No,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Free,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,Other,Low,No,Running,Low,None,Arts,Dance
16,No,None,None,None,None,None,Yes,Music,Medium,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Yoga,Medium,None,Arts,Music
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,Alone,Yes,Joint Pain,Medium,No,Yoga,High,None,Analytical,Robotics
11,No,None,None,None,None,None,Yes,Music,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Yoga,Medium,None,Arts,Music
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,No,Yes,Coding,Medium,Yes,Alone,Yes,None,Medium,Yes,Swimming,Low,None,Analytical,Coding
15,Yes,both,Swimming,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,High,No,Alone,Yes,Other,Low,No,Meditation,Medium,None,Sports,Swimming
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,No,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,None,Academics,Creative Writing
5,Yes,indoor,Table Tennis,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,Low,None,Sports,Table Tennis
5,Yes,outdoor,Football,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Meditation,Medium,None,Health,Meditation
6,Yes,outdoor,Football,Low,Individual,High,Yes,Dance,Medium,No,Medium,Structured,No,None,None,None,None,None,Yes,Robotics,Low,No,With others,Yes,None,Low,Yes,Gymnastics,Low,None,Sports,Football
14,No,None,None,None,None,None,Yes,Music,Low,Yes,Low,Structured,Yes,Science,Yes,No,Group,No,No,None,None,None,None,None,None,High,Yes,Meditation,Low,None,Arts,Music
12,No,None,None,None,None,None,Yes,Drawing,Medium,No,High,Structured,No,None,None,None,None,None,Yes,Puzzles,Medium,No,Alone,Yes,None,Low,No,Meditation,High,None,Arts,Drawing
5,Yes,both,Swimming,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Yoga,Low,None,Sports,Swimming
17,No,None,None,None,None,None,Yes,Music,Medium,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,Medium,None,Arts,Music
12,Yes,indoor,Badminton,Low,Individual,High,Yes,Music,Medium,No,High,Free,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Low,None,Academics,Creative Writing
16,No,None,None,None,None,None,Yes,Music,Medium,No,High,Structured,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,Alone,Yes,None,Medium,No,Gymnastics,High,None,Analytical,Chess
8,No,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Medium,None,Arts,Music
16,No,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Free,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Arts,Drawing
5,No,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Low,None,Arts,Drawing
14,Yes,indoor,Badminton,Medium,Individual,Low,No,None,None,None,None,None,Yes,Language,No,No,Individual,No,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,None,Sports,Badminton
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Group,No,No,None,None,None,None,None,None,Low,Yes,Meditation,High,None,Health,Meditation
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,Alone,Yes,None,High,No,Swimming,Low,None,Analytical,Coding
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,No,Joint Pain,Low,Yes,Yoga,Low,None,Analytical,Robotics
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,None,Health,Meditation
6,Yes,outdoor,Cricket,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Sports,Cricket
12,Yes,both,Swimming,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Yoga,Low,None,Sports,Swimming
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,Yes,No,None,None,None,None,None,None,Medium,No,Yoga,Medium,None,Academics,Creative Writing
16,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,High,None,Health,Gymnastics
9,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Swimming,High,None,Health,Swimming
17,Yes,indoor,Badminton,Medium,Individual,High,Yes,Dance,Low,Yes,Medium,Free,Yes,Math,Yes,No,Individual,Yes,Yes,Logical Games,Low,Yes,Alone,Yes,None,Low,No,Swimming,Low,None,Academics,Math Olympiad
10,No,None,None,None,None,None,Yes,Drawing,Low,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Yoga,Low,None,Arts,Drawing
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,Yes,With others,No,Joint Pain,Low,No,Yoga,High,None,Analytical,Robotics
17,Yes,outdoor,Cricket,Low,Individual,High,Yes,Dance,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,High,None,Arts,Dance
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,High,None,Health,Yoga
12,Yes,indoor,Table Tennis,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,High,None,Sports,Table Tennis
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Swimming,Medium,None,Health,Swimming
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Health,Meditation
17,Yes,indoor,Table Tennis,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Yoga,Low,None,Sports,Table Tennis
13,Yes,outdoor,Football,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Running,High,None,Health,Running
17,No,None,None,None,None,None,Yes,Drawing,Medium,No,Medium,Free,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,Medium,None,Academics,Math Olympiad
9,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,Yes,Math,Yes,No,Individual,No,Yes,Coding,Medium,Yes,With others,Yes,Asthma,Medium,No,Meditation,Low,None,Analytical,Coding
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,Yes,Coding,Medium,Yes,With others,Yes,Asthma,Low,No,Swimming,High,None,Analytical,Coding
16,Yes,outdoor,Cricket,Medium,Team,High,Yes,Music,Medium,No,High,Structured,No,None,None,None,None,None,Yes,Logical Games,Medium,Yes,Alone,Yes,None,High,Yes,Meditation,Medium,None,Analytical,Robotics
16,Yes,indoor,Badminton,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,Low,None,Sports,Badminton
